时间,风机名,风速(m/s),功率(kW),发电机转速（rpm）,叶片角度(°),发电量（kWh）,备注
2015/6/2 10:00,A01,6.88,558,1674.9,0.04,9913658,此时间点无数据
2015/6/2 10:10,A01,3.47,221.4,1227.2,0.02,9913829,
2015/6/2 10:20,A01,9.39,692.4,1801,0.02,9913901,
2015/6/2 10:30,A01,8.27,574.8,1695.6,0.02,9914011,
2015/6/2 10:40,A01,6.54,490.8,1606,0.02,9914111,
2015/6/2 10:50,A01,6.54,490.8,1606,0.02,9914111,此时间点无数据
2015/6/2 11:00,A01,5.96,376.8,1474,0.02,9914256,
2015/6/2 11:10,A01,5.96,376.8,1474,0.02,9914256,此时间点无数据
2015/6/2 11:20,A01,5.96,376.8,1474,0.02,9914256,此时间点无数据
2015/6/2 11:30,A01,4.19,74.4,1048.6,0.02,9914435,
2015/6/2 11:40,A01,3.72,150.6,1089.7,0.02,9914466,
2015/6/2 11:50,A01,6.12,292.2,1355,0.02,9914509,
2015/6/2 12:00,A01,5.4,334.2,1415.4,0.02,9914551,
2015/6/2 12:10,A01,3.58,149.4,1081.6,0.02,9914583,
2015/6/2 12:20,A01,3.66,40.8,1045.3,0.02,9914594,
2015/6/2 12:30,A01,3.66,40.8,1045.3,0.02,9914594,此时间点无数据
2015/6/2 12:40,A01,3.66,40.8,1045.3,0.02,9914594,此时间点无数据
2015/6/2 12:50,A01,2.32,0,995.7,0.02,9914651,
2015/6/2 13:00,A01,2.32,0,995.7,0.02,9914651,此时间点无数据
2015/6/2 13:10,A01,2.13,0,-9.7,88.98,9914653,
2015/6/2 13:20,A01,1.62,0,-0.5,88.98,9914653,
2015/6/2 13:30,A01,1.88,0,-24.5,88.98,9914653,
2015/6/2 13:40,A01,2.43,0,0.9,88.98,9914653,
2015/6/2 13:50,A01,1.54,0,2.9,88.98,9914653,
2015/6/2 14:00,A01,0,0,0,88.98,9914653,
2015/6/2 14:10,A01,0,0,0,88.98,9914653,此时间点无数据
2015/6/2 14:20,A01,0,0,0,88.98,9914653,此时间点无数据
2015/6/2 14:30,A01,0,0,-3.7,88.98,9914653,
2015/6/2 14:40,A01,0,0,0,88.98,9914653,
2015/6/2 14:50,A01,0,0,-0.9,88.98,9914653,
2015/6/2 15:00,A01,0,0,0,88.98,9914653,
2015/6/2 15:10,A01,0,0,1.8,88.98,9914653,
2015/6/2 15:20,A01,0,0,1.8,88.98,9914653,此时间点无数据
2015/6/2 15:30,A01,2.8,0,0.2,88.98,9914653,
2015/6/2 15:40,A01,2.8,0,0.2,88.98,9914653,此时间点无数据
2015/6/2 15:50,A01,2.77,0,-0.4,88.98,9914653,
2015/6/2 16:00,A01,3.47,0,7.1,78.95,9914653,
2015/6/2 16:10,A01,3.47,0,7.1,78.95,9914653,此时间点无数据
2015/6/2 16:20,A01,3.92,90.60001,1049,0.01,9914680,
2015/6/2 16:30,A01,4.31,104.4,1048.6,0.01,9914696,
2015/6/2 16:40,A01,4.95,111.6,1048.8,0.01,9914717,
2015/6/2 16:50,A01,4.53,142.8,1069.5,0.01,9914739,
2015/6/2 17:00,A01,5.23,199.2,1193.5,0.01,9914770,
2015/6/2 17:10,A01,6.71,271.8,1318.9,0.01,9914811,
2015/6/2 17:20,A01,6.71,271.8,1318.9,0.01,9914811,此时间点无数据
2015/6/2 17:30,A01,6.09,394.8,1492.9,0.01,9914934,
2015/6/2 17:40,A01,7.6,631.2,1746.5,0.01,9915010,
2015/6/2 17:50,A01,7.35,622.2,1737.5,0.01,9915105,
2015/6/2 18:00,A01,7.97,725.4,1808.3,0.01,9915219,
2015/6/2 18:10,A01,7.97,725.4,1808.3,0.01,9915219,此时间点无数据
2015/6/2 18:20,A01,7.66,756,1808,0.01,9915469,
2015/6/2 18:30,A01,7.77,716.4,1807.3,0.01,9915589,
2015/6/2 18:40,A01,8.19,740.4,1810.2,0.01,9915711,
2015/6/2 18:50,A01,8.19,740.4,1810.2,0.01,9915711,此时间点无数据
2015/6/2 19:00,A01,10.59,1053.6,1813.3,0.01,9916000,
2015/6/2 19:10,A01,9.98,1130.4,1811.8,0.01,9916169,
2015/6/2 19:20,A01,9.42,940.8,1805.6,0.02,9916331,
2015/6/2 19:30,A01,10.4,1021.8,1809.1,0.02,9916483,
2015/6/2 19:40,A01,11.82,1384.8,1812.9,0.06,9916674,
2015/6/2 19:50,A01,11.68,1320.6,1810.4,0.02,9916891,
2015/6/2 20:00,A01,10.54,1093.2,1795.9,0.02,9917113,
2015/6/2 20:10,A01,10.4,1087.2,1810.4,0.02,9917303,
2015/6/2 20:20,A01,10.09,1285.8,1812.9,0.02,9917505,
2015/6/2 20:30,A01,10.65,1202.4,1814.4,0.02,9917710,
2015/6/2 20:40,A01,11.29,1436.4,1806.9,0.04,9917939,
2015/6/2 20:50,A01,13.95,1595.4,1789.9,5.79,9918192,
2015/6/2 21:00,A01,10.9,1375.8,1818.6,0.06,9918439,
2015/6/2 21:10,A01,12.8,1609.2,1832.9,8.32,9918698,
2015/6/2 21:20,A01,13.39,1476.6,1780.7,0.2,9918942,
2015/6/2 21:30,A01,12.27,1517.4,1809.8,0.04,9919199,
2015/6/2 21:40,A01,11.93,1602,1759.3,2.87,9919439,
2015/6/2 21:50,A01,13.02,1596,1806.2,6.81,9919697,
2015/6/2 22:00,A01,13.36,1585.2,1805.8,0.1,9919952,
2015/6/2 22:10,A01,12.21,1600.2,1805.2,5.34,9920207,
2015/6/2 22:20,A01,12.21,1600.2,1805.2,5.34,9920207,此时间点无数据
2015/6/2 22:30,A01,11.1,1490.4,1811.3,0.07,9920705,
2015/6/2 22:40,A01,13.86,1489.2,1792.8,0.05,9920949,
2015/6/2 22:50,A01,12.88,1491,1808.7,0.04,9921210,
2015/6/2 23:00,A01,12.88,1491,1808.7,0.04,9921210,此时间点无数据
2015/6/2 23:10,A01,12.58,1299.6,1757.6,0.03,9921713,
2015/6/2 23:20,A01,12.58,1299.6,1757.6,0.03,9921713,此时间点无数据
2015/6/2 23:30,A01,12.69,1589.4,1760.6,0.02,9922239,
2015/6/2 23:40,A01,13.75,1612.8,1843.3,6.08,9922491,
2015/6/2 23:50,A01,13.75,1612.8,1843.3,6.08,9922491,此时间点无数据
2015/6/3 0:00,A01,12.69,1561.2,1810.5,0.06,9923000,
2015/6/3 0:10,A01,12.66,1609.8,1797.7,4.12,9923254,
2015/6/3 0:20,A01,12.66,1609.8,1797.7,4.12,9923254,此时间点无数据
2015/6/3 0:30,A01,14.78,1603.8,1794.8,9.69,9923785,
2015/6/3 0:40,A01,13.16,1616.4,1784.5,9.92,9924050,
2015/6/3 0:50,A01,9.42,1555.2,1707.3,0.31,9924310,
2015/6/3 1:00,A01,11.65,1593,1759.1,3.43,9924566,
2015/6/3 1:10,A01,10.9,1579.8,1787.1,1.06,9924806,
2015/6/3 1:20,A01,12.19,1605,1786.6,3.73,9925064,
2015/6/3 1:30,A01,13.3,1594.2,1793.9,2.03,9925314,
2015/6/3 1:40,A01,12.63,1575.6,1803.8,0.05,9925561,
2015/6/3 1:50,A01,9.98,1584.6,1810.9,0.56,9925800,
2015/6/3 2:00,A01,12.66,1558.8,1795.2,0.37,9926051,
2015/6/3 2:10,A01,9.53,1182.6,1818.8,0.04,9926264,
2015/6/3 2:20,A01,13.72,1603.8,1802.3,6.79,9926447,
2015/6/3 2:30,A01,10.51,1201.8,1819.9,0.02,9926635,
2015/6/3 2:40,A01,10.51,1201.8,1819.9,0.02,9926635,此时间点无数据
2015/6/3 2:50,A01,8.72,1265.4,1823.5,0.07,9927087,
2015/6/3 3:00,A01,11.49,1329.6,1813.3,0.07,9927310,
2015/6/3 3:10,A01,11.49,1329.6,1813.3,0.07,9927310,此时间点无数据
2015/6/3 3:20,A01,10.87,1472.4,1821.2,0.01,9927736,
2015/6/3 3:30,A01,11.21,1605.6,1846.8,9.47,9927944,
2015/6/3 3:40,A01,10.87,1379.4,1707.3,0.02,9928181,
2015/6/3 3:50,A01,12.3,1601.4,1799.9,7.74,9928427,
2015/6/3 4:00,A01,10.01,1353,1822.6,0.05,9928665,
2015/6/3 4:10,A01,7.85,818.4,1811.6,0.03,9928870,
2015/6/3 4:20,A01,10.43,1357.2,1807.4,0.03,9929014,
2015/6/3 4:30,A01,14.23,1602,1805.8,7.27,9929244,
2015/6/3 4:40,A01,12.16,1579.2,1743.7,0.32,9929493,
2015/6/3 4:50,A01,12.41,1551,1709.5,4.28,9929748,
2015/6/3 5:00,A01,16.26,1623.6,1799,12.73,9930013,
2015/6/3 5:10,A01,16.26,1623.6,1799,12.73,9930013,此时间点无数据
2015/6/3 5:20,A01,15.01,1597.2,1768.4,9.98,9930545,
2015/6/3 5:30,A01,13.16,1593.6,1804.7,7.02,9930811,
2015/6/3 5:40,A01,12.16,1593,1759.6,4.34,9931070,
2015/6/3 5:50,A01,12.02,1608,1832.3,6.52,9931324,
2015/6/3 6:00,A01,7.97,1145.4,1794.4,0.03,9931571,
2015/6/3 6:10,A01,7.97,1145.4,1794.4,0.03,9931571,此时间点无数据
2015/6/3 6:20,A01,9.87,1212,1791.9,0.02,9932023,
2015/6/3 6:30,A01,9.87,1212,1791.9,0.02,9932023,此时间点无数据
2015/6/3 6:40,A01,8.08,720,1705.4,0.02,9932503,
2015/6/3 6:50,A01,8.08,720,1705.4,0.02,9932503,此时间点无数据
2015/6/3 7:00,A01,8.08,720,1705.4,0.02,9932503,此时间点无数据
2015/6/3 7:10,A01,9.42,1176,1735.7,0.03,9933087,
2015/6/3 7:20,A01,10.57,1377,1797.7,0.02,9933273,
2015/6/3 7:30,A01,10.57,1377,1797.7,0.02,9933273,此时间点无数据
2015/6/3 7:40,A01,10.12,1339.8,1798.3,0.11,9933638,
2015/6/3 7:50,A01,8.8,732.6,1802.5,0.04,9933795,
2015/6/3 8:00,A01,8.3,592.8,1711.7,0.02,9933943,
2015/6/3 8:10,A01,6.49,340.2,1422.4,0.03,9934064,
2015/6/3 8:20,A01,7.21,474.6,1594.1,0.03,9934161,
2015/6/3 8:30,A01,6.09,520.8,1632.8,0.03,9934267,
2015/6/3 8:40,A01,7.66,789,1797.2,0.02,9934413,
2015/6/3 8:50,A01,8.92,1043.4,1806.9,0.02,9934584,
2015/6/3 9:00,A01,7.69,868.8,1797.9,0.05,9934780,
2015/6/3 9:10,A01,10.54,1227.6,1804.7,0.05,9935014,
2015/6/3 9:20,A01,8.8,1140.6,1809.3,0.07,9935187,
2015/6/3 9:30,A01,12.8,1605,1796.1,1.06,9935403,
2015/6/3 9:40,A01,11.71,1365,1809.6,0.02,9935621,
2015/6/3 9:50,A01,8.05,811.8,1801.2,0.03,9935817,
2015/6/3 10:00,A01,7.66,689.4,1797.4,0.04,9935943,
2015/6/3 10:10,A01,10.7,1568.4,1793.2,0.39,9936140,
2015/6/3 10:20,A01,11.96,1388.4,1795.5,0.03,9936340,
2015/6/3 10:30,A01,11.01,1530,1817.1,0.05,9936555,
2015/6/3 10:40,A01,10.76,1612.2,1826.8,1.59,9936774,
2015/6/3 10:50,A01,10.76,1612.2,1826.8,1.59,9936774,此时间点无数据
2015/6/3 11:00,A01,10.82,1303.2,1808.7,0.04,9937154,
2015/6/3 11:10,A01,11.32,1600.8,1797.2,4.32,9937363,
2015/6/3 11:20,A01,11.32,1600.8,1797.2,4.32,9937363,此时间点无数据
2015/6/3 11:30,A01,11.32,1600.8,1797.2,4.32,9937363,此时间点无数据
2015/6/3 11:40,A01,11.32,1600.8,1797.2,4.32,9937363,此时间点无数据
2015/6/3 11:50,A01,11.32,1600.8,1797.2,4.32,9937363,此时间点无数据
2015/6/3 12:00,A01,12.16,1600.8,1798.5,5.4,9938569,
2015/6/3 12:10,A01,10.57,1432.8,1828.9,0.88,9938756,
2015/6/3 12:20,A01,11.65,1602.6,1796.4,2.33,9938989,
2015/6/3 12:30,A01,7.35,1086,1804,0.04,9939190,
2015/6/3 12:40,A01,9.17,973.2,1796.6,0.02,9939373,
2015/6/3 12:50,A01,9.89,1301.4,1812.4,0.02,9939553,
2015/6/3 13:00,A01,8.86,989.4,1816.2,0.05,9939726,
2015/6/3 13:10,A01,7.02,364.8,1461.2,0.02,9939897,
2015/6/3 13:20,A01,7.97,963.6,1807.6,0.01,9940016,
2015/6/3 13:30,A01,10.34,1317.6,1814.6,0.04,9940168,
2015/6/3 13:40,A01,10.54,1281,1794.1,0.01,9940350,
2015/6/3 13:50,A01,8.92,980.4,1803.8,0.03,9940558,
2015/6/3 14:00,A01,6.01,225.6,1244.9,0.03,9940705,
2015/6/3 14:10,A01,8.25,687,1792.1,0.05,9940813,
2015/6/3 14:20,A01,8.25,687,1792.1,0.05,9940813,此时间点无数据
2015/6/3 14:30,A01,8.25,687,1792.1,0.05,9940813,此时间点无数据
2015/6/3 14:40,A01,6.49,295.2,1357.7,0.03,9941108,
2015/6/3 14:50,A01,7.97,943.2001,1820.6,0.07,9941206,
2015/6/3 15:00,A01,9.31,1277.4,1807.1,0.02,9941357,
2015/6/3 15:10,A01,8.55,1082.4,1795.5,0.06,9941542,
2015/6/3 15:20,A01,10.06,1344,1800.5,0.05,9941762,
2015/6/3 15:30,A01,9.7,1384.8,1817.1,0.03,9942007,
2015/6/3 15:40,A01,9.95,1293,1813.7,0.03,9942208,
2015/6/3 15:50,A01,11.74,1603.2,1799.6,0.73,9942465,
2015/6/3 16:00,A01,11.26,1596,1803.6,3.38,9942725,
2015/6/3 16:10,A01,11.26,1596,1803.6,3.38,9942725,此时间点无数据
2015/6/3 16:20,A01,9.73,1158,1811.1,0.05,9943217,
2015/6/3 16:30,A01,10.84,1538.4,1810.5,0.05,9943450,
2015/6/3 16:40,A01,10.93,1610.4,1826.7,1.77,9943709,
2015/6/3 16:50,A01,8.41,894.6,1806.3,0.07,9943931,
2015/6/3 17:00,A01,9.06,1042.8,1810.5,0.07,9944089,
2015/6/3 17:10,A01,10.4,1119.6,1809.8,0.07,9944272,
2015/6/3 17:20,A01,10.31,1035,1802.3,0.07,9944458,
2015/6/3 17:30,A01,10.93,1425.6,1813.8,0.03,9944648,
2015/6/3 17:40,A01,11.65,1601.4,1799.9,2.11,9944908,
2015/6/3 17:50,A01,10.09,1504.8,1804.5,0.06,9945141,
2015/6/3 18:00,A01,12.88,1602.6,1774.5,0.03,9945374,
2015/6/3 18:10,A01,11.93,1598.4,1811.6,3.07,9945619,
2015/6/3 18:20,A01,10.06,1151.4,1807.6,0.06,9945859,
2015/6/3 18:30,A01,10.93,1191.6,1805.4,0.03,9946080,
2015/6/3 18:40,A01,9.87,1280.4,1809.4,0.04,9946310,
2015/6/3 18:50,A01,8.97,1219.2,1805.1,0.04,9946541,
2015/6/3 19:00,A01,11.43,1438.2,1785.3,0.02,9946791,
2015/6/3 19:10,A01,9.73,1324.8,1824.8,0.02,9947010,
2015/6/3 19:20,A01,6.79,690.6,1801,0.03,9947178,
2015/6/3 19:30,A01,7.83,1152.6,1814.8,0.03,9947322,
2015/6/3 19:40,A01,9.98,1514.4,1798.6,0.02,9947562,
2015/6/3 19:50,A01,9.84,1387.2,1801.4,0.01,9947819,
2015/6/3 20:00,A01,12.16,1598.4,1791,1.75,9948068,
2015/6/3 20:10,A01,9.53,1298.4,1813.3,0.01,9948318,
2015/6/3 20:20,A01,10.59,1451.4,1802.5,0.03,9948548,
2015/6/3 20:30,A01,10.98,1448.4,1814.8,0.05,9948788,
2015/6/3 20:40,A01,11.24,1433.4,1799.4,0.03,9949022,
2015/6/3 20:50,A01,10.51,1369.8,1809.1,0.02,9949254,
2015/6/3 21:00,A01,9.06,1259.4,1819.2,0.04,9949446,
2015/6/3 21:10,A01,11.15,1557,1803.4,0.08,9949645,
2015/6/3 21:20,A01,8.94,1459.8,1786.7,0.08,9949825,
2015/6/3 21:30,A01,8.94,1136.4,1797.7,0.02,9950012,
2015/6/3 21:40,A01,10.15,1107.6,1815.9,0.03,9950223,
2015/6/3 21:50,A01,11.77,1337.4,1807.3,0.04,9950439,
2015/6/3 22:00,A01,10.79,1494,1815.7,0.12,9950635,
2015/6/3 22:10,A01,7.97,766.8,1806.5,0.02,9950817,
2015/6/3 22:20,A01,8.41,1027.2,1800.3,0.02,9950948,
2015/6/3 22:30,A01,9.67,886.8,1812.7,0.03,9951099,
2015/6/3 22:40,A01,7.1,572.4,1686.8,0.01,9951244,
2015/6/3 22:50,A01,7.1,572.4,1686.8,0.01,9951244,此时间点无数据
2015/6/3 23:00,A01,7.69,867,1821.2,0.01,9951525,
2015/6/3 23:10,A01,7.97,349.8,1441,0.03,9951632,
2015/6/3 23:20,A01,6.12,328.8,1412.7,0.03,9951684,
2015/6/3 23:30,A01,5.98,282.6,1339.6,0.03,9951733,
2015/6/3 23:40,A01,4.42,193.8,1184.1,0.03,9951782,
2015/6/3 23:50,A01,5.28,328.8,1402.2,0.03,9951832,
2015/6/4 0:00,A01,6.99,517.2,1632,0.03,9951893,
2015/6/4 0:10,A01,5.87,294,1360.8,0.03,9951977,
2015/6/4 0:20,A01,6.71,513,1634.6,0.03,9952075,
2015/6/4 0:30,A01,9.25,1029,1812.9,0.02,9952225,
2015/6/4 0:40,A01,8.3,952.8,1810.9,0.03,9952407,
2015/6/4 0:50,A01,10.01,1182.6,1796.1,0.03,9952580,
2015/6/4 1:00,A01,8.47,1185,1808.7,0.02,9952732,
2015/6/4 1:10,A01,8.05,676.2,1781.6,0.03,9952872,
2015/6/4 1:20,A01,6.57,498.6,1620.1,0.02,9953017,
2015/6/4 1:30,A01,9.06,1027.8,1816.4,0.05,9953181,
2015/6/4 1:40,A01,6.49,736.8,1808.2,0.03,9953300,
2015/6/4 1:50,A01,4.22,157.2,1107.4,0.07,9953361,
2015/6/4 2:00,A01,5.14,242.4,1273.1,0.07,9953415,
2015/6/4 2:10,A01,8.5,887.4,1807.4,0.07,9953526,
2015/6/4 2:20,A01,8.69,474,1595,0.07,9953629,
2015/6/4 2:30,A01,8.02,888,1804.7,0.07,9953727,
2015/6/4 2:40,A01,5.51,457.2,1567.2,0.06,9953846,
2015/6/4 2:50,A01,6.6,510.6,1622.5,0.03,9953939,
2015/6/4 3:00,A01,4.98,325.2,1396.7,0.04,9954017,
2015/6/4 3:10,A01,7.1,480.6,1596.1,0.04,9954057,
2015/6/4 3:20,A01,7.72,702.6,1804.9,0.04,9954108,
2015/6/4 3:30,A01,5.42,187.2,1166.7,0.03,9954222,
2015/6/4 3:40,A01,8.08,694.8,1802.9,0.04,9954315,
2015/6/4 3:50,A01,8.8,907.8,1810,0.03,9954421,
2015/6/4 4:00,A01,10.9,1221,1809.6,0.03,9954583,
2015/6/4 4:10,A01,8.94,910.2001,1807.1,0.03,9954776,
2015/6/4 4:20,A01,9.31,897.6,1808.2,0.03,9954920,
2015/6/4 4:30,A01,9.31,897.6,1808.2,0.03,9954920,此时间点无数据
2015/6/4 4:40,A01,10.09,1228.8,1810.2,0.03,9955227,
2015/6/4 4:50,A01,10.37,1327.8,1806.2,0.03,9955446,
2015/6/4 5:00,A01,10.93,1414.8,1809.8,0.03,9955676,
2015/6/4 5:10,A01,8.8,1065,1806.3,0.02,9955873,
2015/6/4 5:20,A01,7.72,654,1766.8,0.02,9956000,
2015/6/4 5:30,A01,8.86,928.8,1808.5,0.02,9956115,
2015/6/4 5:40,A01,8.86,928.8,1808.5,0.02,9956115,此时间点无数据
2015/6/4 5:50,A01,7.63,843.6,1804.3,0.03,9956353,
2015/6/5 23:00,A01,7.63,843.6,1804.3,0.03,9956353,此时间点无数据
2015/6/5 23:10,A01,7.63,843.6,1804.3,0.03,9956353,此时间点无数据
2015/6/5 23:20,A01,7.63,843.6,1804.3,0.03,9956353,此时间点无数据
2015/6/5 23:30,A01,7.63,843.6,1804.3,0.03,9956353,此时间点无数据
2015/6/5 23:40,A01,7.63,843.6,1804.3,0.03,9956353,此时间点无数据
2015/6/5 23:50,A01,7.63,843.6,1804.3,0.03,9956353,此时间点无数据
2015/6/6 0:00,A01,0,0,0,88.99,9956406,
2015/6/6 0:10,A01,1.96,0,-20.5,50.06,9956406,
2015/6/6 0:20,A01,0,0,0,50.06,9956406,
2015/6/6 0:30,A01,0,0,0,50.06,9956406,
2015/6/6 0:40,A01,0,0,6.2,50.06,9956406,
2015/6/6 0:50,A01,0,0,6.2,50.06,9956406,此时间点无数据
2015/6/6 1:00,A01,0,0,0,88.92,9956406,
2015/6/6 1:10,A01,2.29,0,0,88.92,9956406,
2015/6/6 1:20,A01,2.77,0,-5.1,88.92,9956406,
2015/6/6 1:30,A01,2.77,0,-5.1,88.92,9956406,此时间点无数据
2015/6/6 1:40,A01,3.08,44.4,1049.9,0.01,9956411,
2015/6/6 1:50,A01,2.69,12.6,1049.4,0.01,9956415,
2015/6/6 2:00,A01,3.38,36,1049.4,0.01,9956421,
2015/6/6 2:10,A01,3.52,64.2,1049.7,0.01,9956428,
2015/6/6 2:20,A01,2.52,9.6,1050.5,0.01,9956435,
2015/6/6 2:30,A01,2.52,9.6,1050.5,0.01,9956435,此时间点无数据
2015/6/6 2:40,A01,1.54,0,0,88.99,9956437,
2015/6/6 2:50,A01,3.24,0,-1.8,88.99,9956437,
2015/6/6 3:00,A01,3.8,90.60001,1049.7,0.02,9956442,
2015/6/6 3:10,A01,5.96,244.2,1275.7,0.02,9956470,
2015/6/6 3:20,A01,5.62,264.6,1306.8,0.02,9956511,
2015/6/6 3:30,A01,6.46,327,1402.4,0.02,9956558,
2015/6/6 3:40,A01,5.06,252.6,1289.8,0.02,9956608,
2015/6/6 3:50,A01,5.06,252.6,1289.8,0.02,9956608,此时间点无数据
2015/6/6 4:00,A01,5.59,247.2,1280.5,0.02,9956689,
2015/6/6 4:10,A01,5.79,233.4,1254.1,0.02,9956726,
2015/6/6 4:20,A01,5.54,226.8,1242.4,0.02,9956765,
2015/6/6 4:30,A01,5.54,289.8,1347.5,0.02,9956805,
2015/6/6 4:40,A01,5.06,247.2,1281,0.02,9956849,
2015/6/6 4:50,A01,5.06,247.2,1281,0.02,9956849,此时间点无数据
2015/6/6 5:00,A01,6.65,450,1562.3,0.02,9956962,
2015/6/6 5:10,A01,6.57,445.2,1559.9,0.02,9957040,
2015/6/6 5:20,A01,6.57,445.2,1559.9,0.02,9957040,此时间点无数据
2015/6/6 5:30,A01,5.98,378.6,1476.2,0.02,9957161,
2015/6/6 5:40,A01,5.98,378.6,1476.2,0.02,9957161,此时间点无数据
2015/6/6 5:50,A01,6.35,431.4,1535.5,0.02,9957293,
2015/6/6 6:00,A01,7.02,431.4,1539,0.02,9957372,
2015/6/6 6:10,A01,7.02,431.4,1539,0.02,9957372,此时间点无数据
2015/6/6 6:20,A01,7.02,431.4,1539,0.02,9957372,此时间点无数据
2015/6/6 6:30,A01,7.77,525.6,1644.5,0.02,9957551,
2015/6/6 6:40,A01,7.77,525.6,1644.5,0.02,9957551,此时间点无数据
2015/6/6 6:50,A01,7.24,560.4,1678,0.02,9957720,
2015/6/6 7:00,A01,7.8,628.8,1741.7,0.02,9957820,
2015/6/6 7:10,A01,6.77,547.2,1668.8,0.02,9957921,
2015/6/6 7:20,A01,6.77,547.2,1668.8,0.02,9957921,此时间点无数据
2015/6/6 7:30,A01,6.77,547.2,1668.8,0.02,9957921,此时间点无数据
2015/6/6 7:40,A01,6.51,442.2,1548.3,0.02,9958231,
2015/6/6 7:50,A01,6.71,468,1579.7,0.02,9958304,
2015/6/6 8:00,A01,8.16,584.4,1699.8,0.02,9958395,
2015/6/6 8:10,A01,6.9,459,1569.2,0.02,9958480,
2015/6/6 8:20,A01,7.46,375.6,1471.1,0.02,9958559,
2015/6/6 8:30,A01,7.46,375.6,1471.1,0.02,9958559,此时间点无数据
2015/6/6 8:40,A01,7.46,375.6,1471.1,0.02,9958559,此时间点无数据
2015/6/6 8:50,A01,4.61,148.2,1083.3,0.02,9958754,
2015/6/6 9:00,A01,4.61,148.2,1083.3,0.02,9958754,此时间点无数据
2015/6/6 9:10,A01,4.06,140.4,1062.2,0.02,9958803,
2015/6/6 9:20,A01,3.89,72,1044.4,0.02,9958822,
2015/6/6 9:30,A01,3.38,88.2,1061.3,0.02,9958838,
2015/6/6 9:40,A01,4.08,138,1057.4,0.02,9958858,
2015/6/6 9:50,A01,4.08,138,1057.4,0.02,9958858,此时间点无数据
2015/6/6 10:00,A01,4.08,138,1057.4,0.02,9958858,此时间点无数据
2015/6/6 10:10,A01,4.95,164.4,1117.1,0.02,9958953,
2015/6/6 10:20,A01,4.53,247.2,1277.9,0.02,9958983,
2015/6/6 10:30,A01,6.09,260.4,1298.8,0.02,9959026,
2015/6/6 10:40,A01,4.89,326.4,1403.1,0.02,9959071,
2015/6/6 10:50,A01,5.82,135.6,1057.1,0.02,9959125,
2015/6/6 11:00,A01,4.25,150.6,1088.7,0.02,9959173,
2015/6/6 11:10,A01,6.46,318,1390.7,0.02,9959226,
2015/6/6 11:20,A01,6.12,276.6,1331.4,0.02,9959266,
2015/6/6 11:30,A01,5.4,290.4,1350.6,0.02,9959311,
2015/6/6 11:40,A01,5.31,143.4,1072.1,0.02,9959343,
2015/6/6 11:50,A01,5.54,190.2,1176.3,0.02,9959364,
2015/6/6 12:00,A01,5.54,190.2,1176.3,0.02,9959364,此时间点无数据
2015/6/6 12:10,A01,6.57,355.2,1440.3,0.02,9959477,
2015/6/6 12:20,A01,7.58,730.8,1804.1,0.02,9959570,
2015/6/6 12:30,A01,7.77,570,1687.5,0.02,9959668,
2015/6/6 12:40,A01,6.99,634.2,1749.2,0.02,9959769,
2015/6/6 12:50,A01,8.5,692.4,1801.2,0.03,9959871,
2015/6/6 13:00,A01,6.4,545.4,1663.3,0.03,9959981,
2015/6/6 13:10,A01,8.05,742.2,1811.6,0.04,9960095,
2015/6/6 13:20,A01,8.05,738,1800.7,0.03,9960212,
2015/6/6 13:30,A01,5.98,609,1736,0.04,9960330,
2015/6/6 13:40,A01,7.66,615.6,1735.1,0.03,9960465,
2015/6/6 13:50,A01,10.2,1243.2,1792.2,0.01,9960592,
2015/6/6 14:00,A01,8.92,1051.2,1804.1,0.03,9960727,
2015/6/6 14:10,A01,6.01,700.8,1804.1,0.02,9960876,
2015/6/6 14:20,A01,7.69,807.0001,1813.7,0.03,9961021,
2015/6/6 14:30,A01,7.69,807.0001,1813.7,0.03,9961021,此时间点无数据
2015/6/6 14:40,A01,10.68,1136.4,1805.1,0.04,9961297,
2015/6/6 14:50,A01,9.22,1120.2,1804.1,0.01,9961479,
2015/6/6 15:00,A01,12.07,1411.8,1808.5,0.02,9961679,
2015/6/6 15:10,A01,9.95,1002,1809.6,0.02,9961854,
2015/6/6 15:20,A01,9.95,1002,1809.6,0.02,9961854,此时间点无数据
2015/6/6 15:30,A01,10.12,1077,1807.6,0.02,9962240,
2015/6/6 15:40,A01,9.67,1135.8,1806.3,0.03,9962439,
2015/6/6 15:50,A01,10.65,1261.8,1809.6,0.02,9962632,
2015/6/6 16:00,A01,10.98,1165.8,1792.1,0.04,9962843,
2015/6/6 16:10,A01,11.01,1177.2,1798.3,0.02,9963054,
2015/6/6 16:20,A01,9.56,1164.6,1806.3,0.04,9963261,
2015/6/6 16:30,A01,9.56,1164.6,1806.3,0.04,9963261,此时间点无数据
2015/6/6 16:40,A01,9.56,1164.6,1806.3,0.04,9963261,此时间点无数据
2015/6/6 16:50,A01,10.62,1302,1805.1,0.04,9963911,
2015/6/6 17:00,A01,10.68,1495.2,1812,0.05,9964141,
2015/6/6 17:10,A01,11.12,1315.8,1808.2,0.03,9964359,
2015/6/6 17:20,A01,9.03,1246.8,1807.8,0.03,9964584,
2015/6/6 17:30,A01,10.4,1312.2,1808.9,0.03,9964795,
2015/6/6 17:40,A01,10.4,1312.2,1808.9,0.03,9964795,此时间点无数据
2015/6/6 17:50,A01,10.98,1466.4,1803.6,0.04,9965265,
